ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,panukb_phenotype_id,comparison_population,window_type,chrom,gene_start_1based,gene_end_1based,gene_length_bp,query_start_0based,query_end_0based_exclusive,window_length_bp,gene_fraction_of_window,overlaps_extended_mhc,n_records_raw,n_biallelic_snps,n_eur_effect_complete,n_cross_effect_complete,n_cross_not_low_confidence,n_cross_maf_ge_0_01,n_duplicate_variant_rows,n_eur_p_le_1e_5_cross_usable,n_eur_gws_cross_usable,passes_raw_count_gate,raw_gate_minimum,final_ld_independent_minimum
INS-D003924,INS,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,11,2181009,2182571,1563,2171008,2192571,21563,0.0724852757037518,False,238,224,177,103,71,46,0,0,0,False,10,10
INSR-D003924,INSR,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,19,7112266,7294045,181780,7112265,7294045,181780,1.0,False,1817,1636,1511,1213,1074,728,0,24,0,False,10,10
INSR-D003924,INSR,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,19,7112266,7294045,181780,7102265,7304045,201780,0.9008821488750124,False,1975,1780,1638,1313,1168,807,0,24,0,False,10,10
KCNJ11-D003924,KCNJ11,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,11,17407406,17410878,3473,17407405,17410878,3473,1.0,False,32,31,21,14,14,9,0,3,3,False,10,10
KCNJ11-D003924,KCNJ11,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,11,17407406,17410878,3473,17397405,17420878,23473,0.14795722745281814,False,256,240,181,127,113,82,0,12,11,True,10,10
MC4R-D003924,MC4R,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,18,58038564,58040001,1438,58038563,58040001,1438,1.0,False,10,10,7,5,4,2,0,0,0,False,10,10
MC4R-D003924,MC4R,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,18,58038564,58040001,1438,58028563,58050001,21438,0.0670771527194701,False,219,203,159,91,72,52,0,0,0,False,10,10
METAP2-D003924,METAP2,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,12,95867296,95909615,42320,95867295,95909615,42320,1.0,False,485,425,325,205,177,138,0,0,0,False,10,10
METAP2-D003924,METAP2,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,12,95867296,95909615,42320,95857295,95919615,62320,0.6790757381258024,False,739,651,500,324,280,217,0,0,0,False,10,10
PPARG-D003924,PPARG,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,3,12328867,12475855,146989,12328866,12475855,146989,1.0,False,1414,1335,1088,633,491,308,0,37,27,True,10,10
PPARG-D003924,PPARG,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,3,12328867,12475855,146989,12318866,12485855,166989,0.8802316320236663,False,1603,1515,1243,720,550,339,0,37,27,True,10,10
SLC5A1-D003924,SLC5A1,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,22,32439019,32509016,69998,32439018,32509016,69998,1.0,False,698,650,492,318,273,190,0,0,0,False,10,10
SLC5A1-D003924,SLC5A1,A,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,22,32439019,32509016,69998,32429018,32519016,89998,0.777772839396431,False,908,846,634,401,342,232,0,0,0,False,10,10
VEGFA-D003924,VEGFA,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body,6,43737921,43754224,16304,43737920,43754224,16304,1.0,False,118,113,104,69,62,47,0,0,0,False,10,10
VEGFA-D003924,VEGFA,B,D003924,"Diabetes Mellitus, Type 2",phecode|250.2|both_sexes||,CSA,gene_body_plus_10kb,6,43737921,43754224,16304,43727920,43764224,36304,0.4490965182899956,False,259,246,226,148,128,87,0,7,1,False,10,10
ABCC8-D003920,ABCC8,A,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,11,17414432,17498449,84018,17414431,17498449,84018,1.0,False,896,852,739,501,446,284,0,4,4,False,10,10
ABCC8-D003920,ABCC8,A,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,11,17414432,17498449,84018,17404431,17508449,104018,0.8077255859562767,False,1152,1094,940,649,583,396,0,13,12,True,10,10
CALCR-D003920,CALCR,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,7,93053799,93204042,150244,93053798,93204042,150244,1.0,False,1400,1289,1006,709,569,374,0,0,0,False,10,10
CALCR-D003920,CALCR,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,7,93053799,93204042,150244,93043798,93214042,170244,0.8825215572942365,False,1581,1457,1137,802,643,429,0,0,0,False,10,10
DGAT1-D003920,DGAT1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,8,145539954,145550573,10620,145539953,145550573,10620,1.0,False,49,49,45,33,28,16,0,6,0,False,10,10
DGAT1-D003920,DGAT1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,8,145539954,145550573,10620,145529953,145560573,30620,0.34683213585891576,False,115,114,99,70,62,35,0,9,0,False,10,10
GCK-D003920,GCK,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,7,44183872,44237769,53898,44183871,44237769,53898,1.0,False,545,518,450,272,232,152,0,0,0,False,10,10
GCK-D003920,GCK,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,7,44183872,44237769,53898,44173871,44247769,73898,0.7293566808303337,False,733,693,595,359,313,210,0,0,0,False,10,10
GDF15-D003920,GDF15,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,19,18485541,18499986,14446,18485540,18499986,14446,1.0,False,142,126,122,79,72,54,0,0,0,False,10,10
GDF15-D003920,GDF15,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,19,18485541,18499986,14446,18475540,18509986,34446,0.41938106021018406,False,276,246,233,150,136,106,0,0,0,False,10,10
GLP1R-D003920,GLP1R,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,6,39016574,39055519,38946,39016573,39055519,38946,1.0,False,553,529,434,290,245,179,0,0,0,False,10,10
GLP1R-D003920,GLP1R,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,6,39016574,39055519,38946,39006573,39065519,58946,0.6607064092559292,False,796,757,606,365,307,213,0,0,0,False,10,10
INS-D003920,INS,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,11,2181009,2182571,1563,2181008,2182571,1563,1.0,False,20,19,16,11,7,5,0,0,0,False,10,10
INS-D003920,INS,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,11,2181009,2182571,1563,2171008,2192571,21563,0.0724852757037518,False,238,224,177,103,71,46,0,0,0,False,10,10
KCNJ11-D003920,KCNJ11,A,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,11,17407406,17410878,3473,17407405,17410878,3473,1.0,False,32,31,21,14,14,9,0,3,3,False,10,10
KCNJ11-D003920,KCNJ11,A,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,11,17407406,17410878,3473,17397405,17420878,23473,0.14795722745281814,False,256,240,181,127,113,83,0,12,11,True,10,10
MC4R-D003920,MC4R,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,18,58038564,58040001,1438,58038563,58040001,1438,1.0,False,10,10,7,5,4,2,0,0,0,False,10,10
MC4R-D003920,MC4R,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,18,58038564,58040001,1438,58028563,58050001,21438,0.0670771527194701,False,219,203,159,91,72,52,0,0,0,False,10,10
SELE-D003920,SELE,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,1,169691781,169733846,42066,169691780,169733846,42066,1.0,False,614,579,507,377,345,278,0,0,0,False,10,10
SELE-D003920,SELE,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,1,169691781,169733846,42066,169681780,169743846,62066,0.6777623819804725,False,912,859,740,523,476,375,0,0,0,False,10,10
SLC5A1-D003920,SLC5A1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,22,32439019,32509016,69998,32439018,32509016,69998,1.0,False,698,650,492,318,279,190,0,0,0,False,10,10
SLC5A1-D003920,SLC5A1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,22,32439019,32509016,69998,32429018,32519016,89998,0.777772839396431,False,908,846,634,401,350,232,0,0,0,False,10,10
SREBF1-D003920,SREBF1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,17,17713713,17740325,26613,17713712,17740325,26613,1.0,False,146,135,97,48,33,19,0,0,0,False,10,10
SREBF1-D003920,SREBF1,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,17,17713713,17740325,26613,17703712,17750325,46613,0.570935146847446,False,421,392,305,168,119,61,0,0,0,False,10,10
TP53-D003920,TP53,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body,17,7565097,7590856,25760,7565096,7590856,25760,1.0,False,264,237,188,132,120,72,0,0,0,False,10,10
TP53-D003920,TP53,B,D003920,Diabetes Mellitus,phecode|250|both_sexes||,CSA,gene_body_plus_10kb,17,7565097,7590856,25760,7555096,7600856,45760,0.5629370629370629,False,453,407,329,228,195,127,0,0,0,False,10,10
ALDH2-D019973,ALDH2,B,D019973,Alcohol-Related Disorders,phecode|317|both_sexes||,AFR,gene_body,12,112204691,112247782,43092,112204690,112247782,43092,1.0,False,373,351,245,146,55,30,0,0,0,False,10,10
ALDH2-D019973,ALDH2,B,D019973,Alcohol-Related Disorders,phecode|317|both_sexes||,AFR,gene_body_plus_10kb,12,112204691,112247782,43092,112194690,112257782,63092,0.6830025993786851,False,540,504,360,214,89,46,0,0,0,False,10,10
ALDH2-D014029,ALDH2,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body,12,112204691,112247782,43092,112204690,112247782,43092,1.0,False,373,351,245,50,36,26,0,0,0,False,10,10
ALDH2-D014029,ALDH2,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body_plus_10kb,12,112204691,112247782,43092,112194690,112257782,63092,0.6830025993786851,False,540,504,360,84,61,38,0,0,0,False,10,10
CHRNA3-D014029,CHRNA3,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body,15,78885394,78913637,28244,78885393,78913637,28244,1.0,False,388,344,259,118,98,76,0,20,13,True,10,10
CHRNA3-D014029,CHRNA3,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body_plus_10kb,15,78885394,78913637,28244,78875393,78923637,48244,0.5854406765608159,False,601,538,402,169,132,102,0,24,13,True,10,10
CHRNA4-D014029,CHRNA4,A,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body,20,61975420,62009753,34334,61975419,62009753,34334,1.0,False,560,523,430,218,115,102,0,7,2,False,10,10
CHRNA4-D014029,CHRNA4,A,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body_plus_10kb,20,61975420,62009753,34334,61965419,62019753,54334,0.631906356977215,False,961,898,728,332,176,151,0,7,2,False,10,10
CYP2A6-D014029,CYP2A6,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body,19,41349443,41356352,6910,41349442,41356352,6910,1.0,False,120,115,92,34,18,17,0,0,0,False,10,10
CYP2A6-D014029,CYP2A6,B,D014029,Tobacco Use Disorder,phecode|318|both_sexes||,EAS,gene_body_plus_10kb,19,41349443,41356352,6910,41339442,41366352,26910,0.25678186547751763,False,369,352,276,120,78,70,0,0,0,False,10,10
ACE-D006973,ACE,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,17,61554422,61599209,44788,61554421,61599209,44788,1.0,False,429,408,325,219,155,99,0,4,4,False,10,10
ACE-D006973,ACE,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,17,61554422,61599209,44788,61544421,61609209,64788,0.6913008581836142,False,559,530,432,291,206,132,0,13,13,True,10,10
ADRA1A-D006973,ADRA1A,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,8,26605667,26724790,119124,26605666,26724790,119124,1.0,False,1439,1366,1096,699,629,466,0,0,0,False,10,10
ADRA1A-D006973,ADRA1A,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,8,26605667,26724790,119124,26595666,26734790,139124,0.8562433512549955,False,1722,1635,1316,837,755,567,0,0,0,False,10,10
ADRA2B-D006973,ADRA2B,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,2,96778707,96781984,3278,96778706,96781984,3278,1.0,False,22,20,17,8,8,5,0,0,0,False,10,10
ADRA2B-D006973,ADRA2B,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,2,96778707,96781984,3278,96768706,96791984,23278,0.1408196580462239,False,147,139,104,55,48,23,0,0,0,False,10,10
ADRA2C-D006973,ADRA2C,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,4,3768075,3770251,2177,3768074,3770251,2177,1.0,False,19,16,15,11,9,6,0,0,0,False,10,10
ADRA2C-D006973,ADRA2C,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,4,3768075,3770251,2177,3758074,3780251,22177,0.09816476529738016,False,250,232,197,131,114,86,0,0,0,False,10,10
ADRB1-D006973,ADRB1,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,10,115803806,115806667,2862,115803805,115806667,2862,1.0,False,20,19,13,6,5,3,0,1,1,False,10,10
ADRB1-D006973,ADRB1,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,10,115803806,115806667,2862,115793805,115816667,22862,0.1251858979966757,False,206,191,159,99,83,60,0,12,10,True,10,10
ADRB2-D006973,ADRB2,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,5,148206156,148208196,2041,148206155,148208196,2041,1.0,False,15,14,13,10,10,8,0,0,0,False,10,10
ADRB2-D006973,ADRB2,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,5,148206156,148208196,2041,148196155,148218196,22041,0.09260015425797377,False,203,185,177,145,135,89,0,0,0,False,10,10
AGT-D006973,AGT,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,1,230838269,230850043,11775,230838268,230850043,11775,1.0,False,179,173,133,85,77,49,0,16,10,True,10,10
AGT-D006973,AGT,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,1,230838269,230850043,11775,230828268,230860043,31775,0.37057435090479934,False,432,408,321,217,193,142,0,42,19,True,10,10
CACNA1C-D006973,CACNA1C,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,12,2079952,2802108,722157,2079951,2802108,722157,1.0,False,6521,6164,5379,3481,3062,1922,0,8,0,False,10,10
CACNA1C-D006973,CACNA1C,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,12,2079952,2802108,722157,2069951,2812108,742157,0.9730515241384236,False,6681,6310,5504,3560,3132,1970,0,8,0,False,10,10
CHRNB4-D006973,CHRNB4,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,15,78916461,79020096,103636,78916460,79020096,103636,1.0,False,1210,1116,825,503,438,228,0,0,0,False,10,10
CHRNB4-D006973,CHRNB4,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,15,78916461,79020096,103636,78906460,79030096,123636,0.838234818337701,False,1555,1433,1070,687,607,350,0,0,0,False,10,10
CYP11B1-D006973,CYP11B1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,8,143953772,143961262,7491,143953771,143961262,7491,1.0,False,136,131,96,71,67,51,0,28,18,True,10,10
CYP11B1-D006973,CYP11B1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,8,143953772,143961262,7491,143943771,143971262,27491,0.27248917827652686,False,371,345,260,180,164,130,0,60,25,True,10,10
CYP11B2-D006973,CYP11B2,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,8,143991975,143999259,7285,143991974,143999259,7285,1.0,False,132,128,97,78,74,58,0,36,25,True,10,10
CYP11B2-D006973,CYP11B2,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,8,143991975,143999259,7285,143981974,144009259,27285,0.2669965182334616,False,394,377,287,203,185,137,0,72,46,True,10,10
EDNRA-D006973,EDNRA,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,4,148402069,148466106,64038,148402068,148466106,64038,1.0,False,612,561,457,308,236,108,0,0,0,False,10,10
EDNRA-D006973,EDNRA,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,4,148402069,148466106,64038,148392068,148476106,84038,0.7620124229515219,False,840,775,626,406,318,156,0,0,0,False,10,10
MME-D006973,MME,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,3,154741913,154901497,159585,154741912,154901497,159585,1.0,False,1000,929,852,642,594,362,0,0,0,False,10,10
MME-D006973,MME,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,3,154741913,154901497,159585,154731912,154911497,179585,0.8886321240638138,False,1080,1000,907,688,637,392,0,0,0,False,10,10
NPR1-D006973,NPR1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,1,153651113,153666468,15356,153651112,153666468,15356,1.0,False,113,103,75,44,34,11,0,0,0,False,10,10
NPR1-D006973,NPR1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,1,153651113,153666468,15356,153641112,153676468,35356,0.43432514990383525,False,311,278,215,133,102,49,0,0,0,False,10,10
OPRL1-D006973,OPRL1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,20,62711526,62731996,20471,62711525,62731996,20471,1.0,False,162,147,126,80,72,37,0,0,0,False,10,10
OPRL1-D006973,OPRL1,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,20,62711526,62731996,20471,62701525,62741996,40471,0.5058189814929208,False,373,343,298,188,167,92,0,0,0,False,10,10
PDE5A-D006973,PDE5A,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,4,120415550,120550146,134597,120415549,120550146,134597,1.0,False,1486,1348,1017,586,512,377,0,0,0,False,10,10
PDE5A-D006973,PDE5A,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,4,120415550,120550146,134597,120405549,120560146,154597,0.8706313835326688,False,1720,1562,1171,668,586,435,0,0,0,False,10,10
REN-D006973,REN,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,1,204123944,204135465,11522,204123943,204135465,11522,1.0,False,109,103,93,56,47,37,0,0,0,False,10,10
REN-D006973,REN,A,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,1,204123944,204135465,11522,204113943,204145465,31522,0.36552249222765054,False,290,279,246,159,138,97,0,0,0,False,10,10
SLC12A2-D006973,SLC12A2,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,5,127419458,127525380,105923,127419457,127525380,105923,1.0,False,903,819,663,333,278,153,0,0,0,False,10,10
SLC12A2-D006973,SLC12A2,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,5,127419458,127525380,105923,127409457,127535380,125923,0.8411727801910691,False,1054,958,770,396,326,181,0,0,0,False,10,10
VDR-D006973,VDR,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body,12,48235320,48336831,101512,48235319,48336831,101512,1.0,False,1030,963,821,525,452,295,0,0,0,False,10,10
VDR-D006973,VDR,B,D006973,Hypertension,phecode|401|both_sexes||,CSA,gene_body_plus_10kb,12,48235320,48336831,101512,48225319,48346831,121512,0.835407202580815,False,1204,1126,951,618,528,335,0,2,0,False,10,10
CHRM3-D029481,CHRM3,A,D029481,"Bronchitis, Chronic",phecode|496.2|both_sexes||,CSA,gene_body,1,239549865,240078750,528886,239549864,240078750,528886,1.0,False,5262,4910,4082,2593,1460,1220,0,1,0,False,10,10
CHRM3-D029481,CHRM3,A,D029481,"Bronchitis, Chronic",phecode|496.2|both_sexes||,CSA,gene_body_plus_10kb,1,239549865,240078750,528886,239539864,240088750,548886,0.9635625612604439,False,5330,4974,4134,2626,1477,1237,0,1,0,False,10,10
CCKBR-D005764,CCKBR,B,D005764,Gastroesophageal Reflux,phecode|530.11|both_sexes||,MID,gene_body,11,6280966,6293357,12392,6280965,6293357,12392,1.0,False,125,116,106,72,66,63,0,0,0,False,10,10
CCKBR-D005764,CCKBR,B,D005764,Gastroesophageal Reflux,phecode|530.11|both_sexes||,MID,gene_body_plus_10kb,11,6280966,6293357,12392,6270965,6303357,32392,0.3825635959496172,False,279,259,231,136,114,108,0,0,0,False,10,10
DRD2-D005764,DRD2,A,D005764,Gastroesophageal Reflux,phecode|530.11|both_sexes||,MID,gene_body,11,113280318,113346413,66096,113280317,113346413,66096,1.0,False,660,634,502,242,198,171,0,0,0,False,10,10
DRD2-D005764,DRD2,A,D005764,Gastroesophageal Reflux,phecode|530.11|both_sexes||,MID,gene_body_plus_10kb,11,113280318,113346413,66096,113270317,113356413,86096,0.7677011707860992,False,908,872,686,318,257,219,0,0,0,False,10,10
CTSL-D010003,CTSL,B,D010003,Osteoarthritis,phecode|740|both_sexes||,MID,gene_body,9,90340434,90346308,5875,90340433,90346308,5875,1.0,False,65,60,45,25,15,13,0,0,0,False,10,10
CTSL-D010003,CTSL,B,D010003,Osteoarthritis,phecode|740|both_sexes||,MID,gene_body_plus_10kb,9,90340434,90346308,5875,90330433,90356308,25875,0.22705314009661837,False,292,266,213,121,89,81,0,0,0,False,10,10
TGFB1-D010003,TGFB1,A,D010003,Osteoarthritis,phecode|740|both_sexes||,MID,gene_body,19,41807492,41859816,52325,41807491,41859816,52325,1.0,False,340,313,266,147,109,87,0,1,0,False,10,10
TGFB1-D010003,TGFB1,A,D010003,Osteoarthritis,phecode|740|both_sexes||,MID,gene_body_plus_10kb,19,41807492,41859816,52325,41797491,41869816,72325,0.723470445903906,False,485,441,380,210,148,121,0,1,0,False,10,10
