indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_score,exact_normalized_match,phrase_inclusion,token_containment,token_jaccard,sequence_similarity,shared_informative_tokens,matched_indication_term,matched_trait_term,trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID,manual_mapping_tier,manual_mapping_decision,manual_mapping_rationale,reviewer_notes
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,1,8.571428571428571,False,False,0.0,0.0,0.5714285714285714,,Willis Ekbom Disease,Ischemic Heart Disease,Pan-UKB::phecode|411|both_sexes||,Pan-UKB,GRCh37,phecode|411|both_sexes||,,phecode,411,Ischemic Heart Disease,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,400.0,6224.0,h2_z_insignificant,69.0,910.0,n_too_low,1374.0,7496.0,PASS,103.0,2605.0,h2_z_insignificant,37672.0,382052.0,PASS,163.0,1430.0,h2_z_insignificant,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,2,8.048780487804878,False,False,0.0,0.0,0.5365853658536586,,"Disease, Willis Ekbom",Diseases of esophagus,Pan-UKB::phecode|530|both_sexes||,Pan-UKB,GRCh37,phecode|530|both_sexes||,,phecode,530,Diseases of esophagus,,,digestive,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-530-both_sexes.tsv.bgz,phecode-530-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-530-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-530-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,519.0,6018.0,h2_z_insignificant,95.0,870.0,n_too_low,964.0,7743.0,h2_z_insignificant,151.0,2516.0,h2_z_insignificant,42944.0,371349.0,PASS,172.0,1400.0,PASS,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,3,7.647058823529411,False,False,0.0,0.0,0.5098039215686274,,Willis Ekbom Disease,I25 Chronic ischaemic heart disease,Pan-UKB::icd10|I25|both_sexes||,Pan-UKB,GRCh37,icd10|I25|both_sexes||,,icd10,I25,I25 Chronic ischaemic heart disease,truncated: true,,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6334.0,h2_z_insignificant,52.0,928.0,n_too_low,1205.0,7671.0,PASS,83.0,2626.0,h2_z_insignificant,31148.0,389383.0,PASS,136.0,1463.0,h2_z_insignificant,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,4,6.857142857142857,False,False,0.0,0.0,0.45714285714285713,,Willis Ekbom Disease,G47 Sleep disorders,Pan-UKB::icd10|G47|both_sexes||,Pan-UKB,GRCh37,icd10|G47|both_sexes||,,icd10,G47,G47 Sleep disorders,truncated: true,,Chapter VI Diseases of the nervous system | G40-G47 Episodic and paroxysmal disorders | G47 Sleep disorders,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-G47-both_sexes.tsv.bgz,icd10-G47-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-G47-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-G47-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,140.0,6496.0,h2_z_insignificant,,,,173.0,8703.0,PASS,,,,6557.0,413974.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,5,6.857142857142857,False,False,0.0,0.0,0.45714285714285713,,Willis Ekbom Disease,Sleep disorders,Pan-UKB::phecode|327|both_sexes||,Pan-UKB,GRCh37,phecode|327|both_sexes||,,phecode,327,Sleep disorders,,,neurological,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-327-both_sexes.tsv.bgz,phecode-327-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-327-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-327-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,141.0,6495.0,h2_z_insignificant,,,,174.0,8702.0,PASS,,,,6623.0,413908.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,6,6.842105263157895,False,False,0.0,0.0,0.45614035087719296,,Willis Ekbom Disease,"Esophagitis, GERD and related diseases",Pan-UKB::phecode|530.1|both_sexes||,Pan-UKB,GRCh37,phecode|530.1|both_sexes||,,phecode,530.1,"Esophagitis, GERD and related diseases",,,digestive,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-530.1-both_sexes.tsv.bgz,phecode-530.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-530.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-530.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,478.0,6018.0,h2_z_insignificant,87.0,870.0,n_too_low,910.0,7743.0,h2_z_insignificant,139.0,2516.0,h2_z_insignificant,40018.0,371349.0,PASS,157.0,1400.0,PASS,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,7,6.774193548387097,False,False,0.0,0.0,0.45161290322580644,,Willis Ekbom Disease,Z86 Personal history of certain other diseases,Pan-UKB::icd10|Z86|both_sexes||,Pan-UKB,GRCh37,icd10|Z86|both_sexes||,,icd10,Z86,Z86 Personal history of certain other diseases,truncated: true,,Chapter XXI Factors influencing health status and contact with health services | Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status | Z86 Personal history of certain other diseases,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-Z86-both_sexes.tsv.bgz,icd10-Z86-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z86-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z86-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,798.0,5838.0,h2_z_insignificant,131.0,849.0,n_too_low,1069.0,7807.0,h2_z_insignificant,190.0,2519.0,h2_z_insignificant,64593.0,355938.0,PASS,230.0,1369.0,PASS,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,8,6.666666666666666,False,False,0.0,0.0,0.4444444444444444,,Willis Ekbom Disease,Alcohol-related disorders,Pan-UKB::phecode|317|both_sexes||,Pan-UKB,GRCh37,phecode|317|both_sexes||,,phecode,317,Alcohol-related disorders,,,mental disorders,direct_disease_candidate,"AFR,EUR",AFR,1.0,verified_from_official_manifest,phecode-317-both_sexes.tsv.bgz,phecode-317-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-317-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-317-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,129.0,6272.0,PASS,,,,166.0,8471.0,h2_z_insignificant,,,,16070.0,392046.0,PASS,,,,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,1,8.91891891891892,False,False,0.0,0.0,0.5945945945945946,,"Diseases, Retinal",Diseases of esophagus,Pan-UKB::phecode|530|both_sexes||,Pan-UKB,GRCh37,phecode|530|both_sexes||,,phecode,530,Diseases of esophagus,,,digestive,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-530-both_sexes.tsv.bgz,phecode-530-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-530-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-530-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,519.0,6018.0,h2_z_insignificant,95.0,870.0,n_too_low,964.0,7743.0,h2_z_insignificant,151.0,2516.0,h2_z_insignificant,42944.0,371349.0,PASS,172.0,1400.0,PASS,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,2,8.333333333333334,False,False,0.0,0.0,0.5555555555555556,,Retinal Disease,Other mental disorder,Pan-UKB::phecode|306|both_sexes||,Pan-UKB,GRCh37,phecode|306|both_sexes||,,phecode,306,Other mental disorder,,,mental disorders,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,310.0,6116.0,h2_z_insignificant,84.0,875.0,n_too_low,464.0,8189.0,h2_z_insignificant,86.0,2585.0,PASS,39711.0,369930.0,PASS,143.0,1419.0,h2_z_insignificant,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,3,8.108108108108109,False,False,0.0,0.0,0.5405405405405406,,Retinal Disease,Ischemic Heart Disease,Pan-UKB::phecode|411|both_sexes||,Pan-UKB,GRCh37,phecode|411|both_sexes||,,phecode,411,Ischemic Heart Disease,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,400.0,6224.0,h2_z_insignificant,69.0,910.0,n_too_low,1374.0,7496.0,PASS,103.0,2605.0,h2_z_insignificant,37672.0,382052.0,PASS,163.0,1430.0,h2_z_insignificant,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,4,7.5,False,False,0.0,0.0,0.5,,Retinal Disease,Chronic obstructive pulmonary disease,GBMI::COPD,GBMI,GRCh38,COPD,COPD,disease,,Chronic obstructive pulmonary disease,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,5,7.272727272727273,False,False,0.0,0.0,0.48484848484848486,,"Diseases, Retinal",Diabetes mellitus,Pan-UKB::phecode|250|both_sexes||,Pan-UKB,GRCh37,phecode|250|both_sexes||,,phecode,250,Diabetes mellitus,,,endocrine/metabolic,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-250-both_sexes.tsv.bgz,phecode-250-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,843.0,5793.0,h2_z_insignificant,,,,1695.0,7181.0,PASS,154.0,2555.0,h2_z_insignificant,24348.0,396181.0,PASS,175.0,1424.0,h2_z_insignificant,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,6,7.173913043478261,False,False,0.0,0.0,0.4782608695652174,,Retinal Disease,I25 Chronic ischaemic heart disease,Pan-UKB::icd10|I25|both_sexes||,Pan-UKB,GRCh37,icd10|I25|both_sexes||,,icd10,I25,I25 Chronic ischaemic heart disease,truncated: true,,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6334.0,h2_z_insignificant,52.0,928.0,n_too_low,1205.0,7671.0,PASS,83.0,2626.0,h2_z_insignificant,31148.0,389383.0,PASS,136.0,1463.0,h2_z_insignificant,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,7,7.0,False,False,0.0,0.0,0.4666666666666667,,Retinal Disease,G47 Sleep disorders,Pan-UKB::icd10|G47|both_sexes||,Pan-UKB,GRCh37,icd10|G47|both_sexes||,,icd10,G47,G47 Sleep disorders,truncated: true,,Chapter VI Diseases of the nervous system | G40-G47 Episodic and paroxysmal disorders | G47 Sleep disorders,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-G47-both_sexes.tsv.bgz,icd10-G47-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-G47-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-G47-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,140.0,6496.0,h2_z_insignificant,,,,173.0,8703.0,PASS,,,,6557.0,413974.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,8,7.0,False,False,0.0,0.0,0.4666666666666667,,Retinal Disease,Sleep disorders,Pan-UKB::phecode|327|both_sexes||,Pan-UKB,GRCh37,phecode|327|both_sexes||,,phecode,327,Sleep disorders,,,neurological,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-327-both_sexes.tsv.bgz,phecode-327-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-327-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-327-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,141.0,6495.0,h2_z_insignificant,,,,174.0,8702.0,PASS,,,,6623.0,413908.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,1,32.675438596491226,False,False,0.3333333333333333,0.16666666666666666,0.45614035087719296,vein,"Vein Occlusion, Retinal",I83 Varicose veins of lower extremities,Pan-UKB::icd10|I83|both_sexes||,Pan-UKB,GRCh37,icd10|I83|both_sexes||,,icd10,I83,I83 Varicose veins of lower extremities,truncated: true,,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I83 Varicose veins of lower extremities",direct_disease_candidate,"AFR,EUR",AFR,1.0,verified_from_official_manifest,icd10-I83-both_sexes.tsv.bgz,icd10-I83-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,89.0,6547.0,PASS,,,,183.0,8693.0,h2_z_insignificant,,,,12059.0,408472.0,PASS,,,,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,2,32.378787878787875,False,False,0.3333333333333333,0.16666666666666666,0.43636363636363634,vein,"Vein Occlusion, Retinal",Varicose veins of lower extremity,Pan-UKB::phecode|454.1|both_sexes||,Pan-UKB,GRCh37,phecode|454.1|both_sexes||,,phecode,454.1,Varicose veins of lower extremity,,,circulatory system,direct_disease_candidate,"AFR,EUR",AFR,1.0,verified_from_official_manifest,phecode-454.1-both_sexes.tsv.bgz,phecode-454.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-454.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-454.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,89.0,6017.0,PASS,,,,184.0,7983.0,h2_z_insignificant,,,,12881.0,376206.0,PASS,,,,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,3,8.666666666666666,False,False,0.0,0.0,0.5777777777777777,,Retinal Vein Thrombosis,Venous thromboembolism,GBMI::VTE,GBMI,GRCh38,VTE,VTE,disease,,Venous thromboembolism,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,4,8.181818181818182,False,False,0.0,0.0,0.5454545454545454,,Retinal Vein Occlusion,Essential hypertension,Pan-UKB::phecode|401.1|both_sexes||,Pan-UKB,GRCh37,phecode|401.1|both_sexes||,,phecode,401.1,Essential hypertension,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-401.1-both_sexes.tsv.bgz,phecode-401.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2026.0,4589.0,h2_z_insignificant,158.0,816.0,n_too_low,2682.0,6170.0,PASS,431.0,2272.0,h2_z_insignificant,94062.0,325488.0,PASS,346.0,1245.0,h2_z_insignificant,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,5,7.692307692307692,False,False,0.0,0.0,0.5128205128205128,,"Occlusion, Branch Vein",Chronic bronchitis,Pan-UKB::phecode|496.2|both_sexes||,Pan-UKB,GRCh37,phecode|496.2|both_sexes||,,phecode,496.2,Chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,77.0,5999.0,h2_z_insignificant,,,,156.0,7886.0,PASS,,,,11764.0,379656.0,PASS,,,,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,6,7.659574468085106,False,False,0.0,0.0,0.5106382978723404,,Retinal Vein Thromboses,R07 Pain in throat and chest,Pan-UKB::icd10|R07|both_sexes||,Pan-UKB,GRCh37,icd10|R07|both_sexes||,,icd10,R07,R07 Pain in throat and chest,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R00-R09 Symptoms and signs involving the circulatory and respiratory systems | R07 Pain in throat and chest",direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-R07-both_sexes.tsv.bgz,icd10-R07-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-R07-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-R07-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,782.0,5854.0,h2_z_insignificant,99.0,881.0,n_too_low,1365.0,7511.0,PASS,165.0,2544.0,h2_z_insignificant,36262.0,384269.0,PASS,187.0,1412.0,h2_z_insignificant,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,7,7.659574468085106,False,False,0.0,0.0,0.5106382978723404,,Retinal Vein Thrombosis,Coronary atherosclerosis,Pan-UKB::phecode|411.4|both_sexes||,Pan-UKB,GRCh37,phecode|411.4|both_sexes||,,phecode,411.4,Coronary atherosclerosis,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411.4-both_sexes.tsv.bgz,phecode-411.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411.4-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,191.0,6224.0,h2_z_insignificant,,,,1028.0,7496.0,PASS,59.0,2605.0,h2_z_insignificant,23888.0,382052.0,PASS,114.0,1430.0,h2_z_insignificant,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,8,7.5,False,False,0.0,0.0,0.5,,"Thrombosis, Retinal Vein",M16 Coxarthrosis [arthrosis of hip],Pan-UKB::icd10|M16|both_sexes||,Pan-UKB,GRCh37,icd10|M16|both_sexes||,,icd10,M16,M16 Coxarthrosis [arthrosis of hip],truncated: true,,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M15-M19 Arthrosis | M16 Coxarthrosis [arthrosis of hip],direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-M16-both_sexes.tsv.bgz,icd10-M16-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M16-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M16-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,71.0,6565.0,h2_z_insignificant,,,,60.0,8816.0,PASS,,,,14999.0,405532.0,PASS,,,,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,1,8.372093023255815,False,False,0.0,0.0,0.5581395348837209,,Pigmentary Retinopathies,Other arthropathies,Pan-UKB::phecode|716|both_sexes||,Pan-UKB,GRCh37,phecode|716|both_sexes||,,phecode,716,Other arthropathies,,,musculoskeletal,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-716-both_sexes.tsv.bgz,phecode-716-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,607.0,5922.0,h2_z_insignificant,74.0,892.0,n_too_low,881.0,7845.0,h2_z_insignificant,117.0,2571.0,PASS,42030.0,372332.0,PASS,123.0,1456.0,h2_z_insignificant,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,2,8.125,False,False,0.0,0.0,0.5416666666666666,,Tapetoretinal Degeneration,Essential hypertension,Pan-UKB::phecode|401.1|both_sexes||,Pan-UKB,GRCh37,phecode|401.1|both_sexes||,,phecode,401.1,Essential hypertension,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-401.1-both_sexes.tsv.bgz,phecode-401.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2026.0,4589.0,h2_z_insignificant,158.0,816.0,n_too_low,2682.0,6170.0,PASS,431.0,2272.0,h2_z_insignificant,94062.0,325488.0,PASS,346.0,1245.0,h2_z_insignificant,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,3,8.108108108108109,False,False,0.0,0.0,0.5405405405405406,,"Retinopathy, Pigmentary",Arthropathy NOS,Pan-UKB::phecode|716.9|both_sexes||,Pan-UKB,GRCh37,phecode|716.9|both_sexes||,,phecode,716.9,Arthropathy NOS,,,musculoskeletal,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,605.0,5922.0,h2_z_insignificant,74.0,892.0,n_too_low,880.0,7845.0,h2_z_insignificant,117.0,2571.0,PASS,41824.0,372332.0,PASS,122.0,1456.0,h2_z_insignificant,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,4,7.9245283018867925,False,False,0.0,0.0,0.5283018867924528,,"Retinopathies, Pigmentary",Idiopathic pulmonary fibrosis,GBMI::IPF,GBMI,GRCh38,IPF,IPF,disease,,Idiopathic pulmonary fibrosis,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,5,7.333333333333333,False,False,0.0,0.0,0.4888888888888889,,"Retinopathies, Pigmentary",Other mental disorder,Pan-UKB::phecode|306|both_sexes||,Pan-UKB,GRCh37,phecode|306|both_sexes||,,phecode,306,Other mental disorder,,,mental disorders,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,310.0,6116.0,h2_z_insignificant,84.0,875.0,n_too_low,464.0,8189.0,h2_z_insignificant,86.0,2585.0,PASS,39711.0,369930.0,PASS,143.0,1419.0,h2_z_insignificant,,,,
