pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_2b8fe4d14abb888c,IL1RL1-D001249,IL1RL1,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],48,48,10,5,3,5,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_7062fb13ed780199,IL1RL1-D001249,IL1RL1,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],48,48,10,5,3,5,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_a2eab396fb548fe0,IL1RL1-D001249,IL1RL1,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],48,48,10,5,3,5,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_5dfaa2d4d47fc9ce,IL1RL1-D001249,IL1RL1,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],48,48,10,5,3,5,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_1255f1d3900bd8bc,IL1RL1-D003876,IL1RL1,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],9,9,3,4,3,4,True,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_f8db159dd103704d,IL1RL1-D029424,IL1RL1,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],42,42,9,5,3,5,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_b161da3df06071f3,IL1RL1-D029424,IL1RL1,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],42,42,9,5,3,5,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_907e0b9848a7f584,IL1RL1-D029424,IL1RL1,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],['African' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],42,42,9,5,3,5,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_0ad03283e9e0c0fe,IL2-D003922,IL2,B,D003922,"Diabetes Mellitus, Type 1",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a,HbA1c is a standard quantitative measure of chronic glycemia.,Retained only for prespecified sensitivity analysis.,"Diabetes Mellitus, Type 1",Phase II,,True,['European'],['European'],['European'],4,4,1,1,1,1,True,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",4,4,0,4,Direct quantitative readout,glycemia,True,REVIEW,,
pt_761bc5d14448593a,IL2RA-D003876,IL2RA,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['African' 'East Asian' 'European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],6,6,2,4,3,4,True,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_e6a1c7aa0d7e2db8,IL2RA-D003922,IL2RA,B,D003922,"Diabetes Mellitus, Type 1",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a,HbA1c is a standard quantitative measure of chronic glycemia.,Retained only for prespecified sensitivity analysis.,"Diabetes Mellitus, Type 1",Phase I,,True,['East Asian' 'European'],['European'],['East Asian' 'European'],11,11,2,2,1,2,True,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",4,4,0,4,Direct quantitative readout,glycemia,True,REVIEW,,
pt_ff2dac4cc24aa8f8,IL3-D001249,IL3,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_c33b15e1c7fda0b5,IL3-D001249,IL3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_db84ffae88aea4b2,IL3-D001249,IL3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_782b2aba13929cd5,IL3-D001249,IL3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_33c423d712eb45de,IL33-D001249,IL33,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",48,48,9,5,5,6,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_1c12402dc5242693,IL33-D001249,IL33,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",48,48,9,5,5,6,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_87e0f0a41f8d30b8,IL33-D001249,IL33,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",48,48,9,5,5,6,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_f272f077c1801e1a,IL33-D001249,IL33,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",48,48,9,5,5,6,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_a2fdc8b0e419e14b,IL33-D003876,IL33,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase II,,True,['European'],[],['European'],1,1,0,1,0,1,False,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_7e20b5ff22ebad4b,IL33-D006255,IL33,B,D006255,"Rhinitis, Allergic, Seasonal",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_68fe0b2b5bd7b2d4,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic, Seasonal",Phase I,,True,['European'],[],['European'],3,3,0,1,0,1,False,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",2,2,0,2,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_ff331d54c54cfe0a,IL33-D029424,IL33,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",44,44,8,5,5,6,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_64926ed307b995c1,IL33-D029424,IL33,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",44,44,8,5,5,6,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_d265022dec1aa251,IL33-D029424,IL33,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",44,44,8,5,5,6,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_f1bc23e6cc96ed7a,IL33-D065631,IL33,B,D065631,"Rhinitis, Allergic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_fef4e0642fc76154,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'],"['African' 'European' 'Hispanic/Latin American' 'Middle Eastern' 'NR'
 'Other']","['African' 'East Asian' 'European' 'Hispanic/Latin American'
 'Middle Eastern' 'NR' 'Other']",50,50,9,5,5,6,True,"Rhinitis, Allergic","Rhinitis, Allergic",9,9,1,8,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_b04658428954f406,IL4R-D001249,IL4R,A,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Launched,2021.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_62ab0cb8e22fc1fc,IL4R-D001249,IL4R,A,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Launched,2021.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_f8f12770220601b2,IL4R-D001249,IL4R,A,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Launched,2021.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_062ab23250bb27fd,IL4R-D001249,IL4R,A,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Launched,2021.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_d3ced7e47805ec3e,IL4R-D003876,IL4R,A,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Launched,,True,['European'],[],['European'],1,1,0,1,0,1,False,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_253a846e52ca5748,IL4R-D029424,IL4R,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_3740c9363af8174f,IL4R-D029424,IL4R,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_e516b956dde77718,IL4R-D029424,IL4R,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_872b5b00e3a8e6d1,IL4R-D065631,IL4R,B,D065631,"Rhinitis, Allergic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_fef4e0642fc76154,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],28,28,4,4,1,4,True,"Rhinitis, Allergic","Rhinitis, Allergic",9,9,1,8,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_31809ebe96a8e086,IL5-D001249,IL5,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase I,,True,['European'],['European' 'NR'],['European' 'NR'],11,11,6,1,1,1,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
