comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,maf_threshold,gws_p_threshold,min_portability_variants_pre_ld,min_coloc_variants,n_raw_eur_variants,n_raw_comparison_variants,n_raw_shared_rows,n_duplicate_key_rows_excluded,n_harmonized_exact,n_harmonized_swapped,n_harmonized_primary,n_harmonized_sensitivity,n_valid_biallelic_snp,n_valid_beta_se,n_valid_p,n_valid_af,n_maf_pass,n_quality_pass,n_qc_qualified,n_qc_qualified_sensitivity,n_eur_gws_qc,n_comparison_gws_qc,n_eur_gws_qc_sensitivity,n_comparison_gws_qc_sensitivity,sample_metadata_usable,gbmi_swapped_sensitivity_only,n_eur_strand_flip_flagged,n_comparison_strand_flip_flagged,n_eur_diff_af_gnomad_flagged,n_comparison_diff_af_gnomad_flagged,eur_trait_type,eur_coloc_type,eur_n_cases_median,eur_n_controls_median,eur_n_total_median,eur_case_fraction_median,eur_usable,comparison_trait_type,comparison_coloc_type,comparison_n_cases_median,comparison_n_controls_median,comparison_n_total_median,comparison_case_fraction_median,comparison_usable,portability_pre_ld_eligible,portability_failure_reason,coloc_input_eligible,coloc_failure_reason,coloc_powered_both_ancestries,harmonized_parquet,harmonized_sidecar,cache_action,eur_n_cases,eur_n_controls,eur_n_total,eur_case_fraction,comparison_n_cases,comparison_n_controls,comparison_n_total,comparison_case_fraction,is_primary_mapping,is_nonmixed,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,approval_analysis_eligible,approval_pool,approval_group,portability_deming_slope,portability_fiqt_slope,portability_naive_slope,portability_deming_ci_lower,portability_fiqt_ci_lower,portability_naive_ci_lower,portability_deming_ci_upper,portability_fiqt_ci_upper,portability_naive_ci_upper,portability_n_variants,portability_sign_concordance,portability_pearson_r,portability_lead_sign_concordant,portability_median_abs_eur_z,portability_deming_near_boundary,portability_primary_r2_threshold,coloc_comparison_prior_stability,coloc_primary_category,coloc_primary_pp_h3,coloc_primary_pp_h4,coloc_primary_conditional_h4,coloc_minimum_pp_h3,coloc_maximum_pp_h3,coloc_minimum_pp_h4,coloc_maximum_pp_h4,portability_final_available,coloc_powered_final_available,both_final_mechanisms_available,mechanistic_availability
cmp_ad635d062a0cb6f4,gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,2419,2419,2419.0,0,2419,0,2419,2419,2278,1412,1412,1412,861,1232,784,,72,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_ad635d062a0cb6f4.parquet,intermediate/15b4/comparisons/cmp_ad635d062a0cb6f4.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,-0.2584850622769509,-0.4914114709534505,-0.49238069935200995,-1.1750841751253938,-1.175084175084175,-1.1750841750841752,0.9731934735675397,0.9731934731934728,0.9731934731934732,3.0,0.3333333333333333,-0.9638160308459226,False,6.233842538190364,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_a496afa2fb1d58f1,gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,2419,2419,2419.0,0,2419,0,2419,2419,2278,1246,1246,1246,880,1204,803,,72,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_a496afa2fb1d58f1.parquet,intermediate/15b4/comparisons/cmp_a496afa2fb1d58f1.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,2.1328435450062804,2.3148615829185397,2.302375379796786,0.07517482518684453,0.07517482517482514,0.07517482517482517,4.440596462815185,4.4405964405964395,4.440596440596441,3.0,1.0,0.7291319207254167,True,6.233842538190364,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_952f827b629defdc,gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,3610,3610,3610.0,0,3610,0,3610,3610,3319,1737,1737,1735,743,1430,638,,55,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_952f827b629defdc.parquet,intermediate/15b4/comparisons/cmp_952f827b629defdc.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_bf3da3d8b265cacf,gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,3610,3610,3610.0,0,3610,0,3610,3610,3319,1497,1497,1495,765,1459,660,,55,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_bf3da3d8b265cacf.parquet,intermediate/15b4/comparisons/cmp_bf3da3d8b265cacf.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_ab310cba496101c9,gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,2980,2980,2980.0,0,2980,0,2980,2980,2777,1607,1607,1605,736,1373,652,,172,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_ab310cba496101c9.parquet,intermediate/15b4/comparisons/cmp_ab310cba496101c9.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_4a7143548dc144b2,gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,2980,2980,2980.0,0,2980,0,2980,2980,2777,1454,1454,1452,808,1387,715,,173,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_4a7143548dc144b2.parquet,intermediate/15b4/comparisons/cmp_4a7143548dc144b2.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_4815e2c237d6b2d2,gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,4984,4984,4984.0,0,4984,0,4984,4984,4638,2637,2637,2637,1372,2251,1216,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_4815e2c237d6b2d2.parquet,intermediate/15b4/comparisons/cmp_4815e2c237d6b2d2.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_7c7de8d81ea6d599,gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,4984,4984,4984.0,0,4984,0,4984,4984,4638,2278,2278,2278,1431,2175,1272,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7c7de8d81ea6d599.parquet,intermediate/15b4/comparisons/cmp_7c7de8d81ea6d599.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_b7d656406a597ffb,gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,2217,2217,2217.0,0,2217,0,2217,2217,2020,1170,1170,1170,612,989,509,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_b7d656406a597ffb.parquet,intermediate/15b4/comparisons/cmp_b7d656406a597ffb.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_e01ad3a44536e51d,gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,2217,2217,2217.0,0,2217,0,2217,2217,2020,1070,1070,1070,625,976,520,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_e01ad3a44536e51d.parquet,intermediate/15b4/comparisons/cmp_e01ad3a44536e51d.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_85faf3a0b6ca771b,gt_9539f4bd41078be3,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,0.01,5e-08,3,50,2241,2241,2241.0,0,2241,0,2241,2241,2052,1153,1153,1152,709,980,596,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_85faf3a0b6ca771b.parquet,intermediate/15b4/comparisons/cmp_85faf3a0b6ca771b.json,PROCESSED_NOW,401867.0,,401867.0,,8432.0,,8432.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_4758a5251b43a59e,gt_9539f4bd41078be3,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,0.01,5e-08,3,50,2241,2241,2241.0,0,2241,0,2241,2241,2052,1048,1048,1047,742,1010,626,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_4758a5251b43a59e.parquet,intermediate/15b4/comparisons/cmp_4758a5251b43a59e.json,PROCESSED_NOW,401867.0,,401867.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_0b17ee7489ac54ca,gt_f8d54415d6cc1cc4,ABCC8,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2741,2741,2741.0,0,2741,0,2741,2741,2573,1548,1548,1548,935,1333,839,,55,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_0b17ee7489ac54ca.parquet,intermediate/15b4/comparisons/cmp_0b17ee7489ac54ca.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_223b568c06092c55,gt_f8d54415d6cc1cc4,ABCC8,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2741,2741,2741.0,0,2741,0,2741,2741,2573,1438,1438,1438,945,1370,848,,55,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_223b568c06092c55.parquet,intermediate/15b4/comparisons/cmp_223b568c06092c55.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_37c0ac2fbeb228a3,gt_269d8238b469e256,CALCR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,3189,3189,3189.0,0,3189,0,3189,3189,2981,1670,1670,1670,945,1388,840,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_37c0ac2fbeb228a3.parquet,intermediate/15b4/comparisons/cmp_37c0ac2fbeb228a3.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_57c63ef2b5ef7070,gt_269d8238b469e256,CALCR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,3189,3189,3189.0,0,3189,0,3189,3189,2981,1505,1505,1505,997,1449,887,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_57c63ef2b5ef7070.parquet,intermediate/15b4/comparisons/cmp_57c63ef2b5ef7070.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_6a904cea8c198f4a,gt_8af78a546ba0cf73,DGAT1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,1166,1166,1166.0,0,1166,0,1166,1166,1086,545,545,545,295,451,266,,90,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_6a904cea8c198f4a.parquet,intermediate/15b4/comparisons/cmp_6a904cea8c198f4a.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,1.7991554072443494,1.577261635082192,1.565472786944747,1.4412684269198126,1.441268423403305,1.441268423403305,1.9909484451056234,1.9909484454938997,1.9909484454939004,3.0,1.0,0.9860716852637603,True,7.182036888532478,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_306964470290b51d,gt_8af78a546ba0cf73,DGAT1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,1166,1166,1166.0,0,1166,0,1166,1166,1086,479,479,479,302,456,272,,88,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_306964470290b51d.parquet,intermediate/15b4/comparisons/cmp_306964470290b51d.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_bab5bd13549c5f36,gt_58d110934e76bc52,FBP1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2974,2974,2974.0,0,2974,0,2974,2974,2730,1682,1682,1682,1027,1391,888,,6,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_bab5bd13549c5f36.parquet,intermediate/15b4/comparisons/cmp_bab5bd13549c5f36.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_8f2a85acfe648bc5,gt_58d110934e76bc52,FBP1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2974,2974,2974.0,0,2974,0,2974,2974,2730,1551,1551,1551,1041,1516,902,,6,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_8f2a85acfe648bc5.parquet,intermediate/15b4/comparisons/cmp_8f2a85acfe648bc5.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_8adf4710e2782856,gt_ba7da04bd46d78cc,FGFR1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2214,2214,2214.0,0,2214,0,2214,2214,2039,1053,1053,1045,543,904,440,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_8adf4710e2782856.parquet,intermediate/15b4/comparisons/cmp_8adf4710e2782856.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_142d585f2ea87871,gt_ba7da04bd46d78cc,FGFR1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2214,2214,2214.0,0,2214,0,2214,2214,2039,885,885,871,570,819,466,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_142d585f2ea87871.parquet,intermediate/15b4/comparisons/cmp_142d585f2ea87871.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_bf830db4e9234461,gt_7fda23242315d7cb,FGFR4,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2050,2050,2050.0,0,2050,0,2050,2050,1860,1101,1101,1101,788,1032,662,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_bf830db4e9234461.parquet,intermediate/15b4/comparisons/cmp_bf830db4e9234461.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_cff4771d4355b9b7,gt_7fda23242315d7cb,FGFR4,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2050,2050,2050.0,0,2050,0,2050,2050,1860,1011,1011,1011,778,985,653,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_cff4771d4355b9b7.parquet,intermediate/15b4/comparisons/cmp_cff4771d4355b9b7.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_83160b2c36c5fa39,gt_0f50d04f150328dc,GDF15,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,1816,1816,1816.0,0,1816,0,1816,1816,1655,1040,1040,1040,639,872,534,,33,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_83160b2c36c5fa39.parquet,intermediate/15b4/comparisons/cmp_83160b2c36c5fa39.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_e15f0ef829b34627,gt_0f50d04f150328dc,GDF15,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,1816,1816,1816.0,0,1816,0,1816,1816,1655,941,941,941,663,921,555,,33,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_e15f0ef829b34627.parquet,intermediate/15b4/comparisons/cmp_e15f0ef829b34627.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,-0.10460646772825255,-1.3996816576967184,-1.383098282579753,-2.207566192736769,-2.2075662042875153,-2.207566204287516,3.6155182488118407,3.615518239722061,3.6155182397220615,3.0,0.3333333333333333,-0.68686091406353,False,6.128538638102524,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_b64efda1167deddf,gt_08f7168b97dea82d,GIPR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2363,2363,2363.0,0,2363,0,2363,2363,2226,1074,1074,1074,630,925,534,,193,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_b64efda1167deddf.parquet,intermediate/15b4/comparisons/cmp_b64efda1167deddf.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,1.4496415084982996,0.9887703619487891,0.9824123896725495,-0.4315401096623421,-1.069129390773518,-1.0654050257961238,1.9522754431280467,1.8451797433042145,1.8430728446917384,4.0,0.75,0.8264667884966058,True,7.457791500616331,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_ee4314019136489d,gt_08f7168b97dea82d,GIPR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2363,2363,2363.0,0,2363,0,2363,2363,2226,925,925,925,649,887,552,,194,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_ee4314019136489d.parquet,intermediate/15b4/comparisons/cmp_ee4314019136489d.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,1.8173548816639054,3.099447388451627,3.0679225655647118,1.0485070024824241,1.2772780340399856,1.2691517464002486,2.572225659591863,4.985486623526042,4.937293921257623,5.0,1.0,0.8995234827811822,True,6.314340765207817,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_37db73ea4c934f3c,gt_9c96bb01f3b324b3,GLP2R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2301,2301,2301.0,0,2301,0,2301,2301,2126,1814,1814,1814,1230,1662,1096,,126,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_37db73ea4c934f3c.parquet,intermediate/15b4/comparisons/cmp_37db73ea4c934f3c.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_72d107e6632670b8,gt_9c96bb01f3b324b3,GLP2R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),MID,PRIMARY,False,True,0.01,5e-08,3,50,2301,2301,2301.0,0,2301,0,2301,2301,2126,1690,1690,1690,1233,1678,1099,,126,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_72d107e6632670b8.parquet,intermediate/15b4/comparisons/cmp_72d107e6632670b8.json,PROCESSED_NOW,400825.0,,400825.0,,1502.0,,1502.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_3552ef9b3fb99214,gt_1985dd04cf146f6a,INSR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),CSA,PRIMARY,False,True,0.01,5e-08,3,50,2538,2538,2538.0,0,2538,0,2538,2538,2287,1847,1847,1846,1194,1667,1012,,0,0,,,True,False,,,,,biomarkers,quant,,,,,True,biomarkers,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_3552ef9b3fb99214.parquet,intermediate/15b4/comparisons/cmp_3552ef9b3fb99214.json,PROCESSED_NOW,400825.0,,400825.0,,8329.0,,8329.0,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
