indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_rank_score,lexical_score,exact_normalized_match,token_containment,token_jaccard,sequence_similarity,panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,category,is_binary,is_quantitative,pops_pass_qc,num_pops_pass_qc,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
D011087,Polycythemia Vera,1,1,1,0,1,12.305210918114144,9.305210918114144,False,0.0,0.0,0.38461538461538464,icd10|I25|both_sexes||,icd10,I25,both_sexes,,,I25 Chronic ischaemic heart disease,truncated: true,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,True,False,"CSA,EUR",2,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,302.0,52.0,1205.0,83.0,31148.0,136.0,6334.0,928.0,7671.0,2626.0,389383.0,1463.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011087,Polycythemia Vera,1,1,1,0,2,12.230769230769232,9.230769230769232,False,0.0,0.0,0.46153846153846156,phecode|411|both_sexes||,phecode,411,both_sexes,,,Ischemic Heart Disease,,circulatory system,True,False,"CSA,EUR",2,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,400.0,69.0,1374.0,103.0,37672.0,163.0,6224.0,910.0,7496.0,2605.0,382052.0,1430.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011087,Polycythemia Vera,1,1,1,0,3,11.597030209933436,8.597030209933436,False,0.0,0.0,0.3492063492063492,icd10|Z86|both_sexes||,icd10,Z86,both_sexes,,,Z86 Personal history of certain other diseases,truncated: true,Chapter XXI Factors influencing health status and contact with health services | Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status | Z86 Personal history of certain other diseases,True,False,"EUR,MID",2,icd10-Z86-both_sexes.tsv.bgz,icd10-Z86-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z86-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z86-both_sexes.tsv.bgz.tbi,798.0,131.0,1069.0,190.0,64593.0,230.0,5838.0,849.0,7807.0,2519.0,355938.0,1369.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011087,Polycythemia Vera,1,1,1,0,4,11.484848484848484,8.484848484848484,False,0.0,0.0,0.42424242424242425,categorical|3393|both_sexes|3393|,categorical,3393,both_sexes,3393,,Hearing aid user,"ACE touchscreen question ""Do you use a hearing aid most of the time?""  Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~.",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing,True,False,"CSA,EUR",2,categorical-3393-both_sexes-3393.tsv.bgz,categorical-3393-both_sexes-3393.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-3393-both_sexes-3393.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-3393-both_sexes-3393.tsv.bgz.tbi,62.0,,217.0,,12940.0,,4524.0,,6600.0,,241643.0,,h2_z_insignificant,,PASS,,PASS,
D011087,Polycythemia Vera,1,1,1,0,5,11.47004608294931,8.47004608294931,False,0.0,0.0,0.34285714285714286,icd10|K80|both_sexes||,icd10,K80,both_sexes,,,K80 Cholelithiasis,truncated: true,"Chapter XI Diseases of the digestive system | K80-K87 Disorders of gallbladder, biliary tract and pancreas | K80 Cholelithiasis",True,False,"EAS,EUR",2,icd10-K80-both_sexes.tsv.bgz,icd10-K80-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K80-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K80-both_sexes.tsv.bgz.tbi,120.0,,253.0,67.0,16983.0,,6516.0,,8623.0,2642.0,403548.0,,h2_z_insignificant,,h2_z_insignificant,PASS,PASS,
D011087,Polycythemia Vera,1,1,1,0,6,11.421052631578947,8.421052631578947,False,0.0,0.0,0.42105263157894735,phecode|306|both_sexes||,phecode,306,both_sexes,,,Other mental disorder,,mental disorders,True,False,"EAS,EUR",2,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,310.0,84.0,464.0,86.0,39711.0,143.0,6116.0,875.0,8189.0,2585.0,369930.0,1419.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D011087,Polycythemia Vera,1,1,1,0,7,11.099389712292938,8.099389712292938,False,0.0,0.0,0.32432432432432434,icd10|K42|both_sexes||,icd10,K42,both_sexes,,,K42 Umbilical hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K42 Umbilical hernia,True,False,"CSA,EUR",2,icd10-K42-both_sexes.tsv.bgz,icd10-K42-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K42-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K42-both_sexes.tsv.bgz.tbi,105.0,,90.0,,4511.0,,6531.0,,8786.0,,416020.0,,h2_z_insignificant,,PASS,,PASS,
D011087,Polycythemia Vera,1,1,1,0,8,11.04147465437788,8.04147465437788,False,0.0,0.0,0.32142857142857145,icd10|M51|both_sexes||,icd10,M51,both_sexes,,,M51 Other intervertebral disk disorders,truncated: true,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M50-M54 Other dorsopathies | M51 Other intervertebral disk disorders,True,False,"CSA,EUR",2,icd10-M51-both_sexes.tsv.bgz,icd10-M51-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M51-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M51-both_sexes.tsv.bgz.tbi,171.0,,231.0,,9053.0,,6465.0,,8645.0,,411478.0,,h2_z_insignificant,,PASS,,PASS,
D011470,Prostatic Hyperplasia,1,1,1,0,1,15.095238095238095,12.095238095238095,False,0.0,0.0,0.5333333333333333,icd10|K44|both_sexes||,icd10,K44,both_sexes,,,K44 Diaphragmatic hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K44 Diaphragmatic hernia,True,False,"EUR,MID",2,icd10-K44-both_sexes.tsv.bgz,icd10-K44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K44-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33359.0,139.0,6310.0,910.0,8216.0,2621.0,387172.0,1460.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011470,Prostatic Hyperplasia,1,1,1,0,2,14.707317073170731,11.707317073170731,False,0.0,0.0,0.5853658536585366,phecode|550.2|both_sexes||,phecode,550.2,both_sexes,,,Diaphragmatic hernia,,digestive,True,False,"CSA,EUR,MID",3,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33482.0,139.0,6019.0,868.0,7837.0,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D011470,Prostatic Hyperplasia,1,1,1,0,3,13.232558139534884,10.232558139534884,False,0.0,0.0,0.5116279069767442,phecode|401.1|both_sexes||,phecode,401.1,both_sexes,,,Essential hypertension,,circulatory system,True,False,"CSA,EUR",2,phecode-401.1-both_sexes.tsv.bgz,phecode-401.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,2026.0,158.0,2682.0,431.0,94062.0,346.0,4589.0,816.0,6170.0,2272.0,325488.0,1245.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011470,Prostatic Hyperplasia,1,1,1,0,4,13.0,10.0,False,0.0,0.0,0.42857142857142855,icd10|I25|both_sexes||,icd10,I25,both_sexes,,,I25 Chronic ischaemic heart disease,truncated: true,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,True,False,"CSA,EUR",2,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,302.0,52.0,1205.0,83.0,31148.0,136.0,6334.0,928.0,7671.0,2626.0,389383.0,1463.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011470,Prostatic Hyperplasia,1,1,1,0,5,12.233449477351916,9.233449477351916,False,0.0,0.0,0.3902439024390244,icd10|K42|both_sexes||,icd10,K42,both_sexes,,,K42 Umbilical hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K42 Umbilical hernia,True,False,"CSA,EUR",2,icd10-K42-both_sexes.tsv.bgz,icd10-K42-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K42-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K42-both_sexes.tsv.bgz.tbi,105.0,,90.0,,4511.0,,6531.0,,8786.0,,416020.0,,h2_z_insignificant,,PASS,,PASS,
D011470,Prostatic Hyperplasia,1,1,1,0,6,11.64864864864865,8.64864864864865,False,0.0,0.0,0.43243243243243246,phecode|550|both_sexes||,phecode,550,both_sexes,,,Abdominal hernia,,digestive,True,False,"EAS,EUR",2,phecode-550-both_sexes.tsv.bgz,phecode-550-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550-both_sexes.tsv.bgz.tbi,617.0,112.0,,128.0,56668.0,224.0,6019.0,868.0,,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,,PASS,PASS,h2_z_insignificant
D011470,Prostatic Hyperplasia,1,1,1,0,7,11.64864864864865,8.64864864864865,False,0.0,0.0,0.43243243243243246,phecode|550.4|both_sexes||,phecode,550.4,both_sexes,,,Umbilical hernia,,digestive,True,False,"CSA,EUR",2,phecode-550.4-both_sexes.tsv.bgz,phecode-550.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.4-both_sexes.tsv.bgz.tbi,105.0,,90.0,,4541.0,,6019.0,,7837.0,,363863.0,,h2_z_insignificant,,PASS,,PASS,
D011470,Prostatic Hyperplasia,1,1,1,0,8,11.484848484848484,8.484848484848484,False,0.0,0.0,0.42424242424242425,phecode|401|both_sexes||,phecode,401,both_sexes,,,Hypertension,,circulatory system,True,False,"CSA,EUR",2,phecode-401-both_sexes.tsv.bgz,phecode-401-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401-both_sexes.tsv.bgz.tbi,2037.0,160.0,2690.0,431.0,94311.0,348.0,4589.0,816.0,6170.0,2272.0,325488.0,1245.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011471,Prostatic Neoplasms,16,16,1,15,1,12.88724453840733,9.88724453840733,False,0.0,0.0,0.4186046511627907,icd10|K44|both_sexes||,icd10,K44,both_sexes,,,K44 Diaphragmatic hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K44 Diaphragmatic hernia,True,False,"EUR,MID",2,icd10-K44-both_sexes.tsv.bgz,icd10-K44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K44-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33359.0,139.0,6310.0,910.0,8216.0,2621.0,387172.0,1460.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011471,Prostatic Neoplasms,16,16,1,15,2,12.411764705882353,9.411764705882353,False,0.0,0.0,0.47058823529411764,phecode|716.9|both_sexes||,phecode,716.9,both_sexes,,,Arthropathy NOS,,musculoskeletal,True,False,"EAS,EUR",2,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,605.0,74.0,880.0,117.0,41824.0,122.0,5922.0,892.0,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D011471,Prostatic Neoplasms,16,16,1,15,3,12.230769230769232,9.230769230769232,False,0.0,0.0,0.46153846153846156,phecode|550.2|both_sexes||,phecode,550.2,both_sexes,,,Diaphragmatic hernia,,digestive,True,False,"CSA,EUR,MID",3,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33482.0,139.0,6019.0,868.0,7837.0,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D011471,Prostatic Neoplasms,16,16,1,15,4,11.8997668997669,8.8997668997669,False,0.0,0.0,0.36923076923076925,icd10|Z86|both_sexes||,icd10,Z86,both_sexes,,,Z86 Personal history of certain other diseases,truncated: true,Chapter XXI Factors influencing health status and contact with health services | Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status | Z86 Personal history of certain other diseases,True,False,"EUR,MID",2,icd10-Z86-both_sexes.tsv.bgz,icd10-Z86-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z86-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z86-both_sexes.tsv.bgz.tbi,798.0,131.0,1069.0,190.0,64593.0,230.0,5838.0,849.0,7807.0,2519.0,355938.0,1369.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011471,Prostatic Neoplasms,16,16,1,15,5,11.50227008763594,8.50227008763594,False,0.0,0.0,0.42424242424242425,categorical|20004|both_sexes|1477|,categorical,20004,both_sexes,1477,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"EUR,MID",2,categorical-20004-both_sexes-1477.tsv.bgz,categorical-20004-both_sexes-1477.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1477.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1477.tsv.bgz.tbi,557.0,118.0,666.0,254.0,21130.0,102.0,6067.0,862.0,8183.0,2453.0,399343.0,1493.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011471,Prostatic Neoplasms,16,16,1,15,6,11.50227008763594,8.50227008763594,False,0.0,0.0,0.42424242424242425,categorical|20004|both_sexes|1478|,categorical,20004,both_sexes,1478,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1478.tsv.bgz,categorical-20004-both_sexes-1478.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1478.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1478.tsv.bgz.tbi,129.0,101.0,233.0,85.0,65576.0,112.0,6495.0,879.0,8616.0,2622.0,354897.0,1483.0,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,h2_z_insignificant
D011471,Prostatic Neoplasms,16,16,1,15,7,11.50227008763594,8.50227008763594,False,0.0,0.0,0.42424242424242425,categorical|20004|both_sexes|1479|,categorical,20004,both_sexes,1479,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1479.tsv.bgz,categorical-20004-both_sexes-1479.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1479.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1479.tsv.bgz.tbi,66.0,,150.0,,17168.0,,6558.0,,8699.0,,403305.0,,PASS,,h2_z_insignificant,,PASS,
D011471,Prostatic Neoplasms,16,16,1,15,8,11.50227008763594,8.50227008763594,False,0.0,0.0,0.42424242424242425,categorical|20004|both_sexes|1480|,categorical,20004,both_sexes,1480,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1480.tsv.bgz,categorical-20004-both_sexes-1480.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1480.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1480.tsv.bgz.tbi,124.0,,132.0,69.0,16504.0,,6500.0,,8717.0,2638.0,403969.0,,PASS,,h2_z_insignificant,h2_z_insignificant,PASS,
D011565,Psoriasis,12,12,3,9,1,13.434782608695652,10.434782608695652,False,0.0,0.0,0.5217391304347826,phecode|574.1|both_sexes||,phecode,574.1,both_sexes,,,Cholelithiasis,,digestive,True,False,"EAS,EUR",2,phecode-574.1-both_sexes.tsv.bgz,phecode-574.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-574.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-574.1-both_sexes.tsv.bgz.tbi,120.0,,255.0,68.0,17278.0,,6470.0,,8541.0,2623.0,399542.0,,h2_z_insignificant,,h2_z_insignificant,PASS,PASS,
D011565,Psoriasis,12,12,3,9,2,13.434782608695652,10.434782608695652,False,0.0,0.0,0.5217391304347826,phecode|740|both_sexes||,phecode,740,both_sexes,,,Osteoarthrosis,,musculoskeletal,True,False,"EUR,MID",2,phecode-740-both_sexes.tsv.bgz,phecode-740-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-740-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-740-both_sexes.tsv.bgz.tbi,423.0,53.0,547.0,74.0,36073.0,86.0,6213.0,927.0,8329.0,2635.0,384458.0,1513.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011565,Psoriasis,12,12,3,9,3,13.0,10.0,False,0.0,0.0,0.5,categorical|1210|both_sexes|1210|,categorical,1210,both_sexes,1210,,Snoring,"ACE touchscreen question ""Does your partner or a close relative or friend complain about your snoring?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,True,False,"CSA,EUR",2,categorical-1210-both_sexes-1210.tsv.bgz,categorical-1210-both_sexes-1210.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1210-both_sexes-1210.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1210-both_sexes-1210.tsv.bgz.tbi,3790.0,561.0,4634.0,1511.0,245268.0,854.0,2046.0,315.0,3270.0,837.0,146263.0,536.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011565,Psoriasis,12,12,3,9,4,12.758454106280194,9.758454106280194,False,0.0,0.0,0.4444444444444444,icd10|K80|both_sexes||,icd10,K80,both_sexes,,,K80 Cholelithiasis,truncated: true,"Chapter XI Diseases of the digestive system | K80-K87 Disorders of gallbladder, biliary tract and pancreas | K80 Cholelithiasis",True,False,"EAS,EUR",2,icd10-K80-both_sexes.tsv.bgz,icd10-K80-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K80-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K80-both_sexes.tsv.bgz.tbi,120.0,,253.0,67.0,16983.0,,6516.0,,8623.0,2642.0,403548.0,,h2_z_insignificant,,h2_z_insignificant,PASS,PASS,
D011565,Psoriasis,12,12,3,9,5,12.55984970477724,9.55984970477724,False,0.0,0.0,0.43478260869565216,categorical|20116|both_sexes|0|,categorical,20116,both_sexes,0,,Smoking status,This field summarises the current/past smoking status of the participant.,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,True,False,"AFR,EAS,EUR",3,categorical-20116-both_sexes-0.tsv.bgz,categorical-20116-both_sexes-0.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20116-both_sexes-0.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20116-both_sexes-0.tsv.bgz.tbi,4595.0,477.0,6777.0,1970.0,227144.0,802.0,1937.0,485.0,1855.0,679.0,191673.0,761.0,PASS,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D011565,Psoriasis,12,12,3,9,6,12.55984970477724,9.55984970477724,False,0.0,0.0,0.43478260869565216,categorical|20116|both_sexes|1|,categorical,20116,both_sexes,1,,Smoking status,This field summarises the current/past smoking status of the participant.,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,True,False,"AFR,EUR",2,categorical-20116-both_sexes-1.tsv.bgz,categorical-20116-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20116-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20116-both_sexes-1.tsv.bgz.tbi,1131.0,341.0,1082.0,454.0,148481.0,485.0,5401.0,621.0,7550.0,2195.0,270336.0,1078.0,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,h2_z_insignificant
D011565,Psoriasis,12,12,3,9,7,12.55984970477724,9.55984970477724,False,0.0,0.0,0.43478260869565216,categorical|20116|both_sexes|2|,categorical,20116,both_sexes,2,,Smoking status,This field summarises the current/past smoking status of the participant.,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,True,False,"AFR,CSA,EUR,MID",4,categorical-20116-both_sexes-2.tsv.bgz,categorical-20116-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20116-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20116-both_sexes-2.tsv.bgz.tbi,806.0,144.0,773.0,225.0,43192.0,276.0,5726.0,818.0,7859.0,2424.0,375625.0,1287.0,PASS,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D011565,Psoriasis,12,12,3,9,8,11.530720044481512,8.530720044481512,False,0.0,0.0,0.42424242424242425,categorical|1980|both_sexes|1980|,categorical,1980,both_sexes,1980,,Worrier / anxious feelings,"ACE touchscreen question ""Are you a worrier?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ",UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,True,False,"CSA,EAS,EUR",3,categorical-1980-both_sexes-1980.tsv.bgz,categorical-1980-both_sexes-1980.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1980-both_sexes-1980.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1980-both_sexes-1980.tsv.bgz.tbi,2740.0,508.0,4462.0,1214.0,231995.0,914.0,3493.0,421.0,3649.0,1261.0,177677.0,560.0,h2_z_insignificant,n_too_low,PASS,PASS,PASS,h2_z_insignificant
